,Country,EdLevel,YearsCodePro,Salary
29465,United States of America,Bachelor’s degree,10.0,285000.0
29466,United States of America,Bachelor’s degree,5.0,300000.0
29467,United States of America,Bachelor’s degree,9.0,120000.0
29471,United States of America,Bachelor’s degree,18.0,155000.0
29476,United States of America,Post grad,30.0,190000.0
29477,United States of America,Bachelor’s degree,4.0,75000.0
29478,United States of America,Master’s degree,5.0,160000.0
29481,United States of America,Master’s degree,13.0,181000.0
29484,United States of America,Post grad,20.0,280000.0
29485,Sweden,Less than a Bachelors,4.0,51968.0
29487,United States of America,Master’s degree,35.0,195000.0
29492,Canada,Less than a Bachelors,11.0,148703.0
29497,United States of America,Bachelor’s degree,5.0,125000.0
29498,United States of America,Less than a Bachelors,4.0,110000.0
29500,United States of America,Bachelor’s degree,12.0,162000.0
29501,Switzerland,Less than a Bachelors,5.0,124544.0
29502,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,40966.0
29503,United States of America,Bachelor’s degree,4.0,83200.0
29506,Canada,Less than a Bachelors,16.0,148703.0
29507,Germany,Master’s degree,7.0,107946.0
29508,United States of America,Bachelor’s degree,5.0,150000.0
29513,Poland,Bachelor’s degree,2.0,40674.0
29514,Germany,Master’s degree,16.0,58899.0
29515,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,105517.0
29518,Canada,Master’s degree,8.0,96657.0
29519,United States of America,Less than a Bachelors,5.0,150000.0
29522,United States of America,Less than a Bachelors,23.0,125000.0
29523,Germany,Less than a Bachelors,10.0,64254.0
29525,United States of America,Bachelor’s degree,10.0,216822.0
29526,United States of America,Bachelor’s degree,11.0,262604.0
29529,United States of America,Bachelor’s degree,6.0,140000.0
29530,Canada,Master’s degree,9.0,137550.0
29533,United States of America,Bachelor’s degree,21.0,140000.0
29534,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,37.0,99311.0
29539,United States of America,Bachelor’s degree,18.0,159000.0
29542,United States of America,Bachelor’s degree,28.0,250000.0
29546,United States of America,Master’s degree,10.0,110000.0
29549,United States of America,Bachelor’s degree,4.0,140000.0
29551,United States of America,Less than a Bachelors,7.0,155000.0
29553,United States of America,Bachelor’s degree,15.0,200000.0
29554,Germany,Master’s degree,7.0,85672.0
29555,Canada,Bachelor’s degree,15.0,55020.0
29556,Brazil,Bachelor’s degree,9.0,101438.0
29559,United States of America,Bachelor’s degree,14.0,180000.0
29560,United States of America,Less than a Bachelors,16.0,165000.0
29562,Netherlands,Bachelor’s degree,13.0,139216.0
29564,United States of America,Post grad,3.0,127000.0
29565,United States of America,Bachelor’s degree,10.0,240000.0
29566,Norway,Master’s degree,17.0,99674.0
29567,India,Bachelor’s degree,6.0,36048.0
29569,United States of America,Bachelor’s degree,5.0,150000.0
29570,United States of America,Bachelor’s degree,23.0,122000.0
29577,Sweden,Post grad,15.0,73713.0
29580,Canada,Master’s degree,19.0,168778.0
29581,United States of America,Bachelor’s degree,11.0,142000.0
29582,United States of America,Master’s degree,7.0,160000.0
29583,United States of America,Master’s degree,16.0,220000.0
29585,Canada,Less than a Bachelors,9.0,134576.0
29586,United States of America,Bachelor’s degree,7.0,150000.0
29595,Brazil,Less than a Bachelors,7.0,120000.0
29598,United States of America,Master’s degree,10.0,140000.0
29601,United States of America,Bachelor’s degree,20.0,183000.0
29603,United States of America,Bachelor’s degree,32.0,152000.0
29605,Canada,Less than a Bachelors,6.0,141268.0
29607,United States of America,Master’s degree,7.0,157000.0
29610,United States of America,Less than a Bachelors,22.0,140000.0
29612,United States of America,Bachelor’s degree,15.0,240000.0
29614,Germany,Master’s degree,35.0,160634.0
29615,United States of America,Bachelor’s degree,11.0,175000.0
29618,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,74483.0
29619,United States of America,Bachelor’s degree,23.0,145000.0
29622,United States of America,Less than a Bachelors,9.0,185000.0
29625,Canada,Bachelor’s degree,3.0,74351.0
29626,United States of America,Bachelor’s degree,35.0,196600.0
29629,Canada,Bachelor’s degree,8.0,111527.0
29631,Italy,Less than a Bachelors,25.0,41122.0
29633,United States of America,Bachelor’s degree,10.0,130000.0
29635,United States of America,Bachelor’s degree,8.0,200000.0
29636,Canada,Master’s degree,10.0,110040.0
29638,United States of America,Bachelor’s degree,5.0,145000.0
29640,United States of America,Bachelor’s degree,13.0,250000.0
29641,United States of America,Less than a Bachelors,25.0,151000.0
29643,United States of America,Bachelor’s degree,9.0,130000.0
29645,United States of America,Less than a Bachelors,13.0,275000.0
29647,Canada,Bachelor’s degree,4.0,81787.0
29649,Canada,Bachelor’s degree,14.0,223054.0
29658,United States of America,Bachelor’s degree,17.0,220000.0
29660,United States of America,Bachelor’s degree,1.0,95000.0
29662,United States of America,Master’s degree,15.0,205000.0
29663,United States of America,Less than a Bachelors,12.0,150000.0
29667,United States of America,Master’s degree,10.0,200000.0
29676,Brazil,Less than a Bachelors,5.0,121726.0
29677,Canada,Bachelor’s degree,8.0,148703.0
29678,United States of America,Bachelor’s degree,27.0,150000.0
29683,United States of America,Post grad,4.0,70000.0
29684,Canada,Master’s degree,38.0,148703.0
29685,United States of America,Master’s degree,12.0,250000.0
29686,Canada,Bachelor’s degree,2.0,61712.0
29694,United States of America,Master’s degree,8.0,155000.0
29695,Canada,Master’s degree,14.0,104092.0
29696,United States of America,Less than a Bachelors,12.0,160000.0
29698,United States of America,Less than a Bachelors,12.0,196000.0
29701,United States of America,Bachelor’s degree,32.0,160000.0
29703,United States of America,Bachelor’s degree,25.0,80000.0
29704,United States of America,Master’s degree,7.0,100000.0
29705,United States of America,Less than a Bachelors,10.0,170000.0
29708,Sweden,Less than a Bachelors,10.0,55285.0
29711,United States of America,Bachelor’s degree,10.0,155000.0
29714,Canada,Master’s degree,11.0,126397.0
29716,United States of America,Bachelor’s degree,11.0,200000.0
29717,Netherlands,Master’s degree,25.0,128507.0
29718,United States of America,Less than a Bachelors,15.0,105000.0
29719,United States of America,Bachelor’s degree,15.0,140000.0
29721,United States of America,Master’s degree,3.0,103440.0
29722,Canada,Less than a Bachelors,2.0,59481.0
29725,Brazil,Bachelor’s degree,14.0,40575.0
29726,United States of America,Bachelor’s degree,5.0,131000.0
29727,United States of America,Less than a Bachelors,16.0,165000.0
29728,United States of America,Bachelor’s degree,10.0,115000.0
29731,United States of America,Bachelor’s degree,1.0,140000.0
29734,United States of America,Master’s degree,11.0,148000.0
29738,France,Master’s degree,4.0,85672.0
29739,United States of America,Bachelor’s degree,2.0,145000.0
29742,United States of America,Bachelor’s degree,15.0,150000.0
29744,Portugal,Master’s degree,1.0,25701.0
29747,United States of America,Bachelor’s degree,17.0,149000.0
29750,United States of America,Master’s degree,14.0,225000.0
29757,Austria,Bachelor’s degree,12.0,85672.0
29758,United States of America,Master’s degree,10.0,140000.0
29759,Brazil,Bachelor’s degree,11.0,34083.0
29760,Germany,Master’s degree,2.0,69608.0
29761,United States of America,Bachelor’s degree,30.0,180000.0
29762,Brazil,Master’s degree,28.0,58023.0
29764,Sweden,Less than a Bachelors,7.0,71870.0
29768,United States of America,Post grad,9.0,250000.0
29776,United States of America,Bachelor’s degree,22.0,190000.0
29782,United States of America,Bachelor’s degree,7.0,210000.0
29783,United States of America,Bachelor’s degree,15.0,140000.0
29787,United States of America,Bachelor’s degree,10.0,214000.0
29789,United States of America,Bachelor’s degree,34.0,105000.0
29793,United States of America,Less than a Bachelors,30.0,130000.0
29795,United States of America,Bachelor’s degree,5.0,175000.0
29799,United States of America,Less than a Bachelors,1.0,120000.0
29803,Poland,Less than a Bachelors,7.0,39717.0
29805,United States of America,Post grad,8.0,60000.0
29808,United States of America,Master’s degree,4.0,70000.0
29809,France,Master’s degree,5.0,46049.0
29810,Canada,Bachelor’s degree,7.0,111527.0
29811,Spain,Bachelor’s degree,7.0,99593.0
29813,United States of America,Less than a Bachelors,23.0,176000.0
29814,United States of America,Bachelor’s degree,36.0,300000.0
29815,Poland,Master’s degree,4.0,71779.0
29817,United States of America,Bachelor’s degree,13.0,185000.0
29819,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,15.0,58655.0
29821,United States of America,Bachelor’s degree,6.0,176000.0
29822,United States of America,Bachelor’s degree,24.0,240000.0
29823,United States of America,Bachelor’s degree,5.0,275000.0
29824,United States of America,Master’s degree,7.0,80000.0
29826,Canada,Master’s degree,15.0,83274.0
29828,United States of America,Bachelor’s degree,3.0,137000.0
29832,Canada,Bachelor’s degree,12.0,85504.0
29833,United States of America,Bachelor’s degree,3.0,120000.0
29835,United States of America,Bachelor’s degree,35.0,150000.0
29836,United States of America,Bachelor’s degree,7.0,165000.0
29839,Germany,Master’s degree,13.0,85672.0
29841,United States of America,Master’s degree,8.0,180000.0
29842,United States of America,Bachelor’s degree,4.0,175000.0
29844,United States of America,Bachelor’s degree,21.0,240000.0
29846,Netherlands,Bachelor’s degree,8.0,102806.0
29848,United States of America,Less than a Bachelors,13.0,137000.0
29849,Denmark,Less than a Bachelors,6.0,53488.0
29851,United States of America,Bachelor’s degree,6.0,173000.0
29854,Canada,Bachelor’s degree,20.0,109297.0
29855,France,Master’s degree,4.0,101735.0
29856,Germany,Post grad,24.0,74963.0
29859,Canada,Master’s degree,5.0,102605.0
29860,United States of America,Bachelor’s degree,22.0,145000.0
29862,United States of America,Post grad,11.0,200000.0
29863,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,27.0,117931.0
29864,India,Bachelor’s degree,19.0,72701.0
29866,India,Bachelor’s degree,4.0,18175.0
29869,United States of America,Master’s degree,20.0,117000.0
29871,United States of America,Bachelor’s degree,18.0,185000.0
29873,Portugal,Bachelor’s degree,5.0,45727.0
29874,France,Master’s degree,20.0,74963.0
29875,United States of America,Less than a Bachelors,25.0,220000.0
29880,Spain,Bachelor’s degree,3.0,59970.0
29882,Germany,Bachelor’s degree,6.0,85672.0
29883,United States of America,Master’s degree,6.0,250000.0
29884,United States of America,Bachelor’s degree,5.0,148000.0
29886,Brazil,Master’s degree,6.0,30431.0
29888,United States of America,Bachelor’s degree,15.0,205000.0
29891,United States of America,Master’s degree,17.0,114500.0
29894,Brazil,Bachelor’s degree,1.0,26374.0
29895,Germany,Master’s degree,10.0,99593.0
29896,Germany,Master’s degree,3.0,74963.0
29899,United States of America,Bachelor’s degree,11.0,300000.0
29900,United States of America,Master’s degree,9.0,92000.0
29902,United States of America,Bachelor’s degree,6.0,148000.0
29905,Brazil,Bachelor’s degree,10.0,40575.0
29907,United States of America,Master’s degree,34.0,298000.0
29911,United States of America,Less than a Bachelors,20.0,129000.0
29912,United States of America,Bachelor’s degree,7.0,129000.0
29913,United States of America,Less than a Bachelors,31.0,95000.0
29914,United States of America,Less than a Bachelors,34.0,200000.0
29915,United States of America,Master’s degree,6.0,145000.0
29917,United States of America,Less than a Bachelors,47.0,80000.0
29918,Norway,Bachelor’s degree,5.0,65694.0
29919,United States of America,Less than a Bachelors,19.0,168000.0
29922,United States of America,Bachelor’s degree,6.0,157000.0
29926,Canada,Bachelor’s degree,8.0,86991.0
29928,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,37241.0
29929,United States of America,Bachelor’s degree,17.0,155000.0
29930,United States of America,Less than a Bachelors,35.0,112000.0
29931,United States of America,Bachelor’s degree,10.0,180000.0
29932,France,Master’s degree,28.0,117798.0
29933,United States of America,Bachelor’s degree,8.0,137500.0
29936,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,49655.0
29938,United States of America,Bachelor’s degree,6.0,180000.0
29940,United States of America,Less than a Bachelors,22.0,260000.0
29941,Portugal,Master’s degree,11.0,98522.0
29944,Canada,Bachelor’s degree,15.0,74351.0
29947,Switzerland,Master’s degree,6.0,128953.0
29948,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,13.0,248276.0
29953,United States of America,Bachelor’s degree,11.0,92000.0
29955,United States of America,Bachelor’s degree,7.0,175000.0
29958,United States of America,Bachelor’s degree,8.0,117000.0
29959,United States of America,Bachelor’s degree,1.0,63000.0
29962,United States of America,Less than a Bachelors,8.0,170000.0
29963,United States of America,Bachelor’s degree,6.0,160000.0
29964,United States of America,Less than a Bachelors,20.0,112000.0
29970,United States of America,Bachelor’s degree,19.0,190000.0
29971,Germany,Master’s degree,13.0,87813.0
29972,Brazil,Post grad,2.0,29011.0
29976,Canada,Bachelor’s degree,10.0,234207.0
29979,Canada,Bachelor’s degree,26.0,111527.0
29980,United States of America,Bachelor’s degree,15.0,160000.0
29981,Brazil,Bachelor’s degree,10.0,107524.0
29983,United States of America,Bachelor’s degree,4.0,130000.0
29987,Canada,Bachelor’s degree,10.0,74351.0
29993,Germany,Less than a Bachelors,22.0,80317.0
29994,Spain,Less than a Bachelors,37.0,39623.0
29997,Brazil,Less than a Bachelors,16.0,131869.0
29998,United States of America,Bachelor’s degree,6.0,115000.0
29999,Canada,Post grad,13.0,156138.0
30000,United States of America,Master’s degree,15.0,190000.0
30001,United States of America,Master’s degree,10.0,200000.0
30003,United States of America,Less than a Bachelors,8.0,240000.0
30004,United States of America,Bachelor’s degree,22.0,190000.0
30006,Italy,Master’s degree,6.0,34269.0
30008,United States of America,Bachelor’s degree,40.0,190000.0
30009,United States of America,Bachelor’s degree,30.0,160000.0
30011,United States of America,Bachelor’s degree,7.0,175000.0
30017,United States of America,Less than a Bachelors,16.0,60000.0
30020,Spain,Post grad,11.0,35736.0
30021,Germany,Master’s degree,5.0,83530.0
30022,United States of America,Bachelor’s degree,21.0,135000.0
30024,Brazil,Less than a Bachelors,15.0,89265.0
30025,Brazil,Less than a Bachelors,7.0,34083.0
30027,United States of America,Less than a Bachelors,27.0,150000.0
30028,United States of America,Bachelor’s degree,16.0,121000.0
30029,Spain,Bachelor’s degree,4.0,30521.0
30034,United States of America,Less than a Bachelors,9.0,145000.0
30042,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,72000.0
30043,United States of America,Bachelor’s degree,10.0,200000.0
30045,Canada,Bachelor’s degree,5.0,59481.0
30046,United States of America,Less than a Bachelors,18.0,137000.0
30048,Canada,Bachelor’s degree,11.0,89222.0
30050,United States of America,Bachelor’s degree,30.0,130000.0
30051,United States of America,Bachelor’s degree,10.0,90000.0
30052,United States of America,Bachelor’s degree,7.0,123000.0
30056,United States of America,Bachelor’s degree,20.0,255000.0
30064,Germany,Less than a Bachelors,22.0,80317.0
30067,France,Post grad,8.0,57828.0
30068,United States of America,Post grad,23.0,120000.0
30070,United States of America,Master’s degree,8.0,280000.0
30073,Germany,Less than a Bachelors,35.0,67466.0
30074,United States of America,Post grad,2.0,150000.0
30076,United States of America,Less than a Bachelors,3.0,99000.0
30080,United States of America,Bachelor’s degree,30.0,260000.0
30082,Brazil,Bachelor’s degree,18.0,32866.0
30086,United States of America,Bachelor’s degree,2.0,85000.0
30087,United States of America,Bachelor’s degree,23.0,230000.0
30088,United States of America,Bachelor’s degree,15.0,175000.0
30090,Switzerland,Master’s degree,2.0,142179.0
30091,United States of America,Bachelor’s degree,7.0,285000.0
30092,Germany,Bachelor’s degree,10.0,78175.0
30095,United States of America,Bachelor’s degree,16.0,180000.0
30096,Canada,Bachelor’s degree,21.0,197031.0
30100,United States of America,Bachelor’s degree,4.0,170000.0
30101,Canada,Less than a Bachelors,20.0,81972.0
30102,Poland,Master’s degree,10.0,59815.0
30103,United States of America,Bachelor’s degree,13.0,124000.0
30105,United States of America,Bachelor’s degree,8.0,185000.0
30107,United States of America,Bachelor’s degree,6.0,190000.0
30108,United States of America,Bachelor’s degree,9.0,119000.0
30109,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,70386.0
30110,United States of America,Bachelor’s degree,9.0,200000.0
30111,United States of America,Bachelor’s degree,15.0,290000.0
30112,Spain,Master’s degree,10.0,85672.0
30114,Canada,Bachelor’s degree,7.0,74351.0
30116,Canada,Less than a Bachelors,23.0,151677.0
30117,Germany,Less than a Bachelors,9.0,66396.0
30119,United States of America,Master’s degree,35.0,150000.0
30123,United States of America,Bachelor’s degree,7.0,195000.0
30124,United States of America,Bachelor’s degree,15.0,155000.0
30125,United States of America,Bachelor’s degree,7.0,175000.0
30126,Netherlands,Bachelor’s degree,14.0,83530.0
30127,United States of America,Bachelor’s degree,26.0,160000.0
30128,Denmark,Bachelor’s degree,7.0,71892.0
30129,United States of America,Less than a Bachelors,24.0,125000.0
30130,United States of America,Bachelor’s degree,3.0,90000.0
30132,United States of America,Bachelor’s degree,27.0,187000.0
30134,India,Bachelor’s degree,12.0,21810.0
30139,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,57724.0
30140,United States of America,Less than a Bachelors,21.0,78000.0
30142,United States of America,Bachelor’s degree,5.0,160000.0
30143,Switzerland,Post grad,20.0,165324.0
30146,Germany,Bachelor’s degree,4.0,72821.0
30151,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,117931.0
30152,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,148966.0
30153,Spain,Post grad,5.0,24631.0
30154,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,1.0,43448.0
30155,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,0.5,32276.0
30156,United States of America,Bachelor’s degree,8.0,165000.0
30157,Germany,Bachelor’s degree,14.0,69608.0
30158,United States of America,Bachelor’s degree,5.0,79935.0
30160,Poland,Master’s degree,5.0,45938.0
30161,Germany,Master’s degree,8.0,66396.0
30162,United States of America,Master’s degree,5.0,145000.0
30163,United States of America,Master’s degree,15.0,190000.0
30166,United Kingdom of Great Britain and Northern Ireland,Post grad,14.0,55862.0
30170,United States of America,Less than a Bachelors,11.0,280000.0
30171,United States of America,Bachelor’s degree,14.0,300000.0
30173,Canada,Less than a Bachelors,25.0,111527.0
30174,United States of America,Master’s degree,1.0,170000.0
30178,Canada,Less than a Bachelors,12.0,66359.0
30183,Brazil,Less than a Bachelors,12.0,26374.0
30184,United States of America,Master’s degree,2.0,119600.0
30185,United States of America,Master’s degree,7.0,73000.0
30186,Canada,Less than a Bachelors,13.0,148703.0
30190,United States of America,Bachelor’s degree,4.0,165000.0
30191,United States of America,Bachelor’s degree,0.5,90000.0
30193,United States of America,Less than a Bachelors,22.0,190000.0
30194,Canada,Bachelor’s degree,10.0,126397.0
30196,France,Bachelor’s degree,4.0,42836.0
30197,Spain,Bachelor’s degree,20.0,25701.0
30198,United States of America,Less than a Bachelors,23.0,170000.0
30199,United States of America,Bachelor’s degree,21.0,93000.0
30200,United States of America,Bachelor’s degree,3.0,96000.0
30202,Switzerland,Master’s degree,1.0,103603.0
30203,United States of America,Bachelor’s degree,2.0,90000.0
30204,United States of America,Bachelor’s degree,2.0,102000.0
30208,Poland,Master’s degree,20.0,35889.0
30209,Germany,Bachelor’s degree,3.0,101735.0
30213,United States of America,Less than a Bachelors,22.0,165000.0
30214,United States of America,Bachelor’s degree,7.0,160000.0
30216,United States of America,Bachelor’s degree,7.0,170000.0
30217,Germany,Less than a Bachelors,14.0,53545.0
30218,United States of America,Master’s degree,35.0,100000.0
30220,Germany,Less than a Bachelors,4.0,38552.0
30221,Switzerland,Post grad,15.0,170835.0
30224,United States of America,Bachelor’s degree,10.0,200000.0
30225,Germany,Bachelor’s degree,17.0,58899.0
30226,Canada,Bachelor’s degree,8.0,126397.0
30228,United States of America,Bachelor’s degree,10.0,195000.0
30230,United States of America,Bachelor’s degree,9.0,132000.0
30232,United States of America,Master’s degree,11.0,240000.0
30233,United States of America,Bachelor’s degree,45.0,150000.0
30235,Canada,Bachelor’s degree,6.0,59481.0
30238,Portugal,Bachelor’s degree,15.0,53545.0
30239,United States of America,Master’s degree,4.0,135000.0
30249,United States of America,Bachelor’s degree,9.0,102000.0
30252,United States of America,Less than a Bachelors,12.0,120000.0
30253,United States of America,Bachelor’s degree,13.0,158000.0
30254,Germany,Master’s degree,7.0,80317.0
30258,Poland,Master’s degree,10.0,119631.0
30260,United States of America,Bachelor’s degree,23.0,125000.0
30261,France,Master’s degree,13.0,68537.0
30262,Denmark,Master’s degree,25.0,103525.0
30272,Canada,Less than a Bachelors,15.0,107066.0
30273,United States of America,Less than a Bachelors,4.0,45000.0
30274,United States of America,Bachelor’s degree,4.0,161000.0
30275,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,74483.0
30276,United States of America,Bachelor’s degree,17.0,150000.0
30277,Sweden,Less than a Bachelors,3.0,44228.0
30278,Canada,Master’s degree,7.0,148703.0
30279,United States of America,Bachelor’s degree,8.0,150000.0
30280,Canada,Bachelor’s degree,15.0,156882.0
30281,Brazil,Bachelor’s degree,20.0,81150.0
30282,Denmark,Master’s degree,9.0,103525.0
30285,Switzerland,Post grad,6.0,121238.0
30287,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,34759.0
30289,United States of America,Less than a Bachelors,8.0,150000.0
30291,United States of America,Bachelor’s degree,39.0,92000.0
30292,Brazil,Bachelor’s degree,15.0,73035.0
30294,Canada,Bachelor’s degree,2.0,39406.0
30295,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,74917.0
30298,Israel,Bachelor’s degree,5.0,96220.0
30299,Brazil,Less than a Bachelors,5.0,77904.0
30300,United States of America,Bachelor’s degree,9.0,193000.0
30302,United States of America,Bachelor’s degree,7.0,200000.0
30305,United States of America,Less than a Bachelors,1.0,100000.0
30307,United States of America,Bachelor’s degree,9.0,165000.0
30309,United States of America,Bachelor’s degree,9.0,124500.0
30313,Germany,Bachelor’s degree,3.0,71215.0
30314,United States of America,Post grad,27.0,140000.0
30315,United States of America,Bachelor’s degree,5.0,155000.0
30316,United States of America,Less than a Bachelors,22.0,280000.0
30320,United States of America,Bachelor’s degree,6.0,180000.0
30322,United States of America,Bachelor’s degree,0.5,200000.0
30323,United States of America,Bachelor’s degree,6.0,300000.0
30327,Sweden,Master’s degree,9.0,56206.0
30331,Spain,Master’s degree,8.0,51403.0
30332,United States of America,Less than a Bachelors,4.0,125000.0
30334,Canada,Bachelor’s degree,20.0,111527.0
30336,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,27.0,58345.0
30337,Poland,Master’s degree,10.0,23926.0
30338,United States of America,Bachelor’s degree,11.0,180000.0
30340,United States of America,Bachelor’s degree,10.0,145000.0
30342,United States of America,Bachelor’s degree,2.0,185000.0
30343,United States of America,Bachelor’s degree,3.0,247000.0
30347,United States of America,Less than a Bachelors,4.0,85000.0
30348,United States of America,Master’s degree,10.0,170000.0
30351,United Kingdom of Great Britain and Northern Ireland,Post grad,6.0,89379.0
30354,United States of America,Bachelor’s degree,10.0,140000.0
30357,Canada,Bachelor’s degree,10.0,111527.0
30359,United States of America,Post grad,16.0,180000.0
30360,United States of America,Bachelor’s degree,36.0,117000.0
30361,Canada,Master’s degree,22.0,185879.0
30367,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,86897.0
30368,Canada,Bachelor’s degree,12.0,153164.0
30370,United States of America,Less than a Bachelors,27.0,245000.0
30372,United States of America,Bachelor’s degree,21.0,155000.0
30374,United States of America,Less than a Bachelors,18.0,300000.0
30375,Canada,Master’s degree,13.0,74351.0
30377,United States of America,Bachelor’s degree,9.0,80317.0
30381,United States of America,Bachelor’s degree,16.0,195000.0
30383,United States of America,Less than a Bachelors,10.0,135000.0
30384,Canada,Bachelor’s degree,14.0,185879.0
30385,United States of America,Bachelor’s degree,7.0,248000.0
30388,United States of America,Less than a Bachelors,7.0,230000.0
30397,Canada,Bachelor’s degree,48.0,104092.0
30402,United States of America,Bachelor’s degree,1.0,80000.0
30405,France,Master’s degree,10.0,96381.0
30406,Brazil,Less than a Bachelors,4.0,24345.0
30409,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,36.0,68276.0
30410,United States of America,Master’s degree,8.0,300000.0
30411,United States of America,Bachelor’s degree,10.0,80000.0
30413,United States of America,Master’s degree,38.0,240000.0
30415,United States of America,Bachelor’s degree,23.0,200000.0
30416,Norway,Master’s degree,14.0,108736.0
30417,Germany,Master’s degree,7.0,64254.0
30419,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,15.0,223449.0
30420,Denmark,Master’s degree,24.0,141608.0
30421,United States of America,Bachelor’s degree,20.0,165000.0
30426,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,32.0,55862.0
30427,Italy,Master’s degree,6.0,59970.0
30428,Netherlands,Bachelor’s degree,13.0,77104.0
30430,United States of America,Master’s degree,15.0,160000.0
30431,Germany,Bachelor’s degree,10.0,117798.0
30432,United States of America,Bachelor’s degree,4.0,180000.0
30433,United States of America,Bachelor’s degree,8.0,175000.0
30436,United States of America,Master’s degree,22.0,125000.0
30437,Italy,Bachelor’s degree,13.0,107090.0
30438,United States of America,Bachelor’s degree,25.0,100000.0
30440,United States of America,Master’s degree,11.0,160000.0
30446,Canada,Bachelor’s degree,12.0,156138.0
30447,Canada,Less than a Bachelors,17.0,163573.0
30448,United States of America,Bachelor’s degree,6.0,90000.0
30449,United States of America,Master’s degree,12.0,150000.0
30450,United States of America,Bachelor’s degree,22.0,130000.0
30457,United States of America,Master’s degree,26.0,210000.0
30459,Canada,Bachelor’s degree,8.0,74351.0
30463,United States of America,Bachelor’s degree,7.0,149900.0
30465,United States of America,Bachelor’s degree,4.0,77500.0
30467,Israel,Master’s degree,5.0,133640.0
30469,Canada,Less than a Bachelors,10.0,81787.0
30471,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,105517.0
30472,United States of America,Bachelor’s degree,20.0,191000.0
30473,United States of America,Bachelor’s degree,8.0,154000.0
30474,United States of America,Master’s degree,7.0,150000.0
30475,Switzerland,Master’s degree,18.0,148792.0
30479,United States of America,Bachelor’s degree,28.0,155000.0
30482,United States of America,Bachelor’s degree,8.0,93000.0
30483,Germany,Less than a Bachelors,13.0,100664.0
30488,Canada,Less than a Bachelors,40.0,53533.0
30489,United States of America,Bachelor’s degree,0.5,120000.0
30494,Italy,Less than a Bachelors,13.0,89570.0
30495,United States of America,Less than a Bachelors,8.0,120000.0
30496,Sweden,Bachelor’s degree,7.0,61258.0
30497,Spain,Bachelor’s degree,4.0,44978.0
30498,United States of America,Bachelor’s degree,9.0,167000.0
30500,United States of America,Master’s degree,14.0,130000.0
30502,Italy,Master’s degree,5.0,39066.0
30504,United States of America,Bachelor’s degree,47.0,160000.0
30505,Canada,Bachelor’s degree,8.0,111527.0
30510,United States of America,Bachelor’s degree,7.0,150000.0
30511,United States of America,Bachelor’s degree,0.5,73824.0
30513,United States of America,Bachelor’s degree,40.0,108000.0
30514,United States of America,Bachelor’s degree,10.0,155000.0
30515,Brazil,Bachelor’s degree,23.0,44836.0
30517,Brazil,Master’s degree,12.0,48690.0
30520,United States of America,Bachelor’s degree,23.0,265000.0
30521,United States of America,Master’s degree,4.0,105000.0
30524,United States of America,Bachelor’s degree,30.0,165000.0
30528,India,Master’s degree,7.0,33927.0
30529,United States of America,Bachelor’s degree,25.0,212222.0
30530,United States of America,Bachelor’s degree,7.0,211000.0
30532,Canada,Less than a Bachelors,3.0,44611.0
30534,United States of America,Bachelor’s degree,35.0,152000.0
30536,United States of America,Bachelor’s degree,4.0,102000.0
30537,United States of America,Post grad,30.0,225000.0
30541,United States of America,Master’s degree,2.0,137500.0
30549,United States of America,Bachelor’s degree,2.0,130000.0
30550,Germany,Bachelor’s degree,8.0,101735.0
30553,Brazil,Bachelor’s degree,6.0,24345.0
30554,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,74483.0
30558,Denmark,Master’s degree,6.0,81957.0
30561,United States of America,Master’s degree,7.0,160000.0
30563,France,Less than a Bachelors,12.0,71911.0
30564,United States of America,Bachelor’s degree,5.0,220000.0
30565,United States of America,Bachelor’s degree,6.0,260000.0
30568,United States of America,Master’s degree,47.0,230000.0
