,Country,EdLevel,YearsCodePro,Salary
79063,Italy,Master’s degree,3.0,28914.0
79073,United States of America,Bachelor’s degree,16.0,103000.0
79074,Poland,Less than a Bachelors,30.0,28711.0
79075,Germany,Master’s degree,0.5,53545.0
79085,Poland,Master’s degree,7.0,81349.0
79088,Denmark,Less than a Bachelors,0.5,55213.0
79089,United States of America,Less than a Bachelors,7.0,72000.0
79091,United States of America,Less than a Bachelors,0.5,85000.0
79098,United States of America,Bachelor’s degree,35.0,97000.0
79101,United States of America,Bachelor’s degree,38.0,150000.0
79102,United States of America,Less than a Bachelors,1.0,30000.0
79106,India,Bachelor’s degree,3.0,16358.0
79108,Italy,Master’s degree,3.0,48190.0
79112,India,Bachelor’s degree,2.0,15752.0
79113,France,Master’s degree,3.0,51403.0
79117,Poland,Master’s degree,20.0,73214.0
79125,Netherlands,Master’s degree,4.0,92632.0
79132,Canada,Less than a Bachelors,21.0,81787.0
79133,Portugal,Bachelor’s degree,4.0,37481.0
79143,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,32276.0
79147,Brazil,Bachelor’s degree,12.0,20288.0
79148,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,4.0,85655.0
79150,United States of America,Bachelor’s degree,18.0,105000.0
79155,United States of America,Bachelor’s degree,20.0,160000.0
79156,United States of America,Bachelor’s degree,4.0,180000.0
79158,United States of America,Bachelor’s degree,8.0,200000.0
79159,United States of America,Bachelor’s degree,22.0,91000.0
79163,Germany,Bachelor’s degree,5.0,57828.0
79165,United States of America,Bachelor’s degree,3.0,150000.0
79175,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,76966.0
79176,Italy,Bachelor’s degree,10.0,53545.0
79178,Germany,Master’s degree,15.0,74963.0
79179,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,43448.0
79183,Brazil,Bachelor’s degree,10.0,80339.0
79184,Germany,Master’s degree,7.0,66396.0
79188,India,Master’s degree,3.0,21810.0
79190,Denmark,Master’s degree,2.0,76206.0
79203,United States of America,Bachelor’s degree,9.0,130000.0
79204,United States of America,Bachelor’s degree,4.0,84000.0
79207,United States of America,Bachelor’s degree,21.0,216700.0
79218,Poland,Bachelor’s degree,0.5,15504.0
79220,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,99311.0
79223,United States of America,Less than a Bachelors,2.0,75000.0
79225,Canada,Bachelor’s degree,3.0,52046.0
79227,Canada,Less than a Bachelors,24.0,74351.0
79230,United Kingdom of Great Britain and Northern Ireland,Master’s degree,15.0,75724.0
79232,Canada,Bachelor’s degree,8.0,141268.0
79236,Norway,Bachelor’s degree,11.0,93331.0
79242,United States of America,Master’s degree,10.0,155000.0
79247,United States of America,Bachelor’s degree,44.0,198000.0
79253,United States of America,Bachelor’s degree,20.0,165000.0
79257,Canada,Less than a Bachelors,0.5,44611.0
79259,France,Master’s degree,3.0,41765.0
79262,India,Bachelor’s degree,5.0,19751.0
79268,United States of America,Bachelor’s degree,4.0,140000.0
79269,United States of America,Bachelor’s degree,2.0,85000.0
79271,United States of America,Master’s degree,4.0,130000.0
79274,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,99311.0
79276,Germany,Bachelor’s degree,1.0,58899.0
79286,United States of America,Master’s degree,28.0,120000.0
79290,United States of America,Less than a Bachelors,9.0,170000.0
79291,United States of America,Master’s degree,30.0,101984.0
79295,Italy,Bachelor’s degree,1.0,25701.0
79301,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,0.5,22345.0
79303,Netherlands,Less than a Bachelors,1.0,58899.0
79305,Germany,Bachelor’s degree,6.0,65325.0
79307,India,Less than a Bachelors,2.0,16358.0
79308,France,Master’s degree,5.0,46049.0
79309,Canada,Less than a Bachelors,3.0,52790.0
79310,Germany,Bachelor’s degree,4.0,68537.0
79319,United States of America,Master’s degree,30.0,200000.0
79320,United States of America,Bachelor’s degree,29.0,105000.0
79323,Poland,Bachelor’s degree,2.0,20337.0
79330,Germany,Bachelor’s degree,15.0,58899.0
79334,India,Bachelor’s degree,10.0,90877.0
79339,United States of America,Bachelor’s degree,0.5,92800.0
79347,United States of America,Less than a Bachelors,30.0,200000.0
79348,Brazil,Less than a Bachelors,8.0,20288.0
79349,United States of America,Less than a Bachelors,18.0,110000.0
79354,United States of America,Bachelor’s degree,25.0,160000.0
79357,United States of America,Less than a Bachelors,23.0,150000.0
79360,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,30.0,77715.0
79368,United States of America,Bachelor’s degree,22.0,108000.0
79369,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,80690.0
79380,Canada,Less than a Bachelors,15.0,44611.0
79382,United States of America,Master’s degree,10.0,220000.0
79387,Spain,Bachelor’s degree,30.0,40694.0
79391,Canada,Bachelor’s degree,34.0,250000.0
79401,United States of America,Bachelor’s degree,10.0,165000.0
79405,United States of America,Less than a Bachelors,25.0,93000.0
79407,Netherlands,Bachelor’s degree,10.0,107090.0
79413,United States of America,Post grad,25.0,150000.0
79417,United States of America,Bachelor’s degree,28.0,170000.0
79424,Germany,Master’s degree,4.0,160634.0
79428,Spain,Less than a Bachelors,3.0,25701.0
79429,Canada,Master’s degree,37.0,167291.0
79430,India,Bachelor’s degree,5.0,15510.0
79434,United States of America,Bachelor’s degree,30.0,165000.0
79435,United States of America,Less than a Bachelors,21.0,100000.0
79441,Italy,Bachelor’s degree,14.0,44978.0
79442,Canada,Bachelor’s degree,4.0,52046.0
79447,United States of America,Bachelor’s degree,6.0,165000.0
79448,United States of America,Bachelor’s degree,2.0,104000.0
79449,Brazil,Less than a Bachelors,33.0,85208.0
79454,Switzerland,Post grad,33.0,165324.0
79455,United States of America,Bachelor’s degree,1.0,75000.0
79463,India,Bachelor’s degree,2.0,19387.0
79467,United States of America,Less than a Bachelors,28.0,100000.0
79469,Austria,Master’s degree,25.0,149925.0
79470,United States of America,Master’s degree,36.0,145000.0
79473,Israel,Less than a Bachelors,3.0,85529.0
79477,United States of America,Bachelor’s degree,2.0,96000.0
79480,United States of America,Bachelor’s degree,1.0,43000.0
79482,India,Bachelor’s degree,0.5,23991.0
79491,United States of America,Bachelor’s degree,5.0,115000.0
79499,United States of America,Master’s degree,5.0,150000.0
79500,France,Bachelor’s degree,3.0,46049.0
79505,India,Bachelor’s degree,2.0,19908.0
79508,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,12.0,64552.0
79509,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,28552.0
79521,Germany,Less than a Bachelors,2.0,36410.0
79523,Canada,Post grad,1.0,120000.0
79524,Germany,Less than a Bachelors,4.0,42836.0
79527,United States of America,Post grad,20.0,160000.0
79530,United States of America,Bachelor’s degree,46.0,167000.0
79531,Netherlands,Master’s degree,3.0,80317.0
79532,United States of America,Less than a Bachelors,1.0,90000.0
79537,United States of America,Less than a Bachelors,43.0,100000.0
79546,Germany,Less than a Bachelors,2.0,38552.0
79558,United States of America,Less than a Bachelors,1.0,70000.0
79567,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,42207.0
79568,Canada,Bachelor’s degree,20.0,78069.0
79569,Germany,Master’s degree,35.0,74963.0
79570,United States of America,Bachelor’s degree,0.5,72000.0
79571,United States of America,Less than a Bachelors,5.0,135000.0
79578,United States of America,Bachelor’s degree,27.0,150000.0
79581,United States of America,Master’s degree,44.0,120000.0
79587,France,Less than a Bachelors,17.0,74963.0
79590,Germany,Bachelor’s degree,3.0,53545.0
79602,Italy,Less than a Bachelors,35.0,40694.0
79604,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,55862.0
79605,United States of America,Bachelor’s degree,3.0,100000.0
79614,Brazil,Post grad,20.0,30431.0
79618,India,Bachelor’s degree,6.0,18781.0
79620,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,67655.0
79630,Spain,Less than a Bachelors,4.0,51403.0
79632,Denmark,Less than a Bachelors,8.0,100649.0
79636,United States of America,Bachelor’s degree,2.0,92000.0
79638,United States of America,Less than a Bachelors,47.0,190000.0
79659,United States of America,Bachelor’s degree,43.0,80000.0
79660,Sweden,Master’s degree,6.0,55285.0
79662,Canada,Bachelor’s degree,2.0,50187.0
79663,Italy,Master’s degree,7.0,35340.0
79677,United States of America,Less than a Bachelors,44.0,35000.0
79679,United States of America,Less than a Bachelors,2.0,155000.0
79681,United States of America,Bachelor’s degree,34.0,175000.0
79683,United States of America,Bachelor’s degree,3.0,115000.0
79690,Netherlands,Less than a Bachelors,10.0,85672.0
79696,United States of America,Post grad,20.0,250000.0
79700,United States of America,Bachelor’s degree,20.0,118007.0
79709,Italy,Less than a Bachelors,25.0,40694.0
79724,Switzerland,Less than a Bachelors,6.0,79356.0
79734,United States of America,Master’s degree,41.0,130000.0
79740,United States of America,Less than a Bachelors,29.0,144000.0
79745,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,16.0,102414.0
79748,United States of America,Less than a Bachelors,5.0,152250.0
79749,United States of America,Bachelor’s degree,11.0,160000.0
79750,United States of America,Less than a Bachelors,10.0,120000.0
79751,United States of America,Bachelor’s degree,0.5,78000.0
79754,France,Post grad,15.0,69608.0
79756,Portugal,Master’s degree,1.0,22489.0
79757,Italy,Master’s degree,4.0,31056.0
79765,United States of America,Bachelor’s degree,4.0,93500.0
79768,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,20.0,86897.0
79771,Sweden,Bachelor’s degree,0.5,36857.0
79774,United States of America,Bachelor’s degree,3.0,151800.0
79775,United States of America,Bachelor’s degree,8.0,160000.0
79777,United States of America,Bachelor’s degree,10.0,180000.0
79781,United States of America,Less than a Bachelors,10.0,130000.0
79787,United States of America,Bachelor’s degree,4.0,130000.0
79788,Brazil,Bachelor’s degree,20.0,29011.0
79790,United States of America,Master’s degree,50.0,205000.0
79791,United States of America,Less than a Bachelors,10.0,150000.0
79796,Germany,Master’s degree,3.0,72821.0
79800,France,Less than a Bachelors,3.0,23560.0
79805,Denmark,Bachelor’s degree,3.0,122217.0
79808,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,59586.0
79809,Canada,Less than a Bachelors,5.0,96657.0
79813,Germany,Master’s degree,1.0,56757.0
79814,United States of America,Bachelor’s degree,2.0,80000.0
79816,Germany,Bachelor’s degree,4.0,71750.0
79819,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,98069.0
79820,United States of America,Bachelor’s degree,1.0,62400.0
79822,India,Bachelor’s degree,6.0,30292.0
79840,Italy,Bachelor’s degree,2.0,38552.0
79842,France,Master’s degree,7.0,107090.0
79843,United States of America,Bachelor’s degree,19.0,155000.0
79855,Canada,Less than a Bachelors,12.0,59481.0
79857,United States of America,Master’s degree,16.0,160000.0
79863,United States of America,Less than a Bachelors,3.0,55000.0
79868,Israel,Bachelor’s degree,3.0,64147.0
79871,Brazil,Less than a Bachelors,2.0,20288.0
79873,United States of America,Bachelor’s degree,2.0,90000.0
79875,United States of America,Bachelor’s degree,23.0,154000.0
79877,United States of America,Bachelor’s degree,2.0,132800.0
79878,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,79448.0
79880,Germany,Less than a Bachelors,4.0,28914.0
79883,United States of America,Less than a Bachelors,2.0,125000.0
79884,United Kingdom of Great Britain and Northern Ireland,Post grad,17.0,93824.0
79885,Portugal,Less than a Bachelors,10.0,74963.0
79888,France,Master’s degree,7.0,76034.0
79890,United States of America,Master’s degree,37.0,202000.0
79901,United States of America,Less than a Bachelors,5.0,94500.0
79906,United States of America,Bachelor’s degree,37.0,43629.0
79907,United States of America,Less than a Bachelors,34.0,110000.0
79908,Poland,Master’s degree,6.0,47852.0
79909,Germany,Bachelor’s degree,16.0,102806.0
79911,Denmark,Master’s degree,17.0,115028.0
79912,Poland,Master’s degree,5.0,43067.0
79914,United States of America,Bachelor’s degree,4.0,93000.0
79916,Brazil,Bachelor’s degree,10.0,20288.0
79918,Spain,Bachelor’s degree,24.0,42836.0
79921,Israel,Less than a Bachelors,7.0,67354.0
79925,United States of America,Master’s degree,14.0,210000.0
79928,Germany,Master’s degree,1.0,64254.0
79935,United States of America,Less than a Bachelors,3.0,40000.0
79937,United States of America,Bachelor’s degree,13.0,165000.0
79942,United States of America,Less than a Bachelors,2.0,70000.0
79952,Germany,Bachelor’s degree,3.0,48190.0
79957,United States of America,Master’s degree,11.0,175000.0
79959,United States of America,Bachelor’s degree,25.0,130000.0
79966,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,38793.0
79967,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,68276.0
79968,United States of America,Bachelor’s degree,26.0,200000.0
79971,United States of America,Bachelor’s degree,4.0,194000.0
79972,Germany,Bachelor’s degree,3.0,63183.0
79973,United States of America,Master’s degree,14.0,200000.0
79974,United States of America,Master’s degree,32.0,140000.0
79975,Italy,Less than a Bachelors,7.0,74963.0
79982,Canada,Bachelor’s degree,4.0,77325.0
79989,United States of America,Bachelor’s degree,1.0,70000.0
79990,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,42207.0
79993,United States of America,Less than a Bachelors,36.0,125000.0
79999,Canada,Bachelor’s degree,4.0,53533.0
80008,United States of America,Bachelor’s degree,7.0,150000.0
80011,Italy,Less than a Bachelors,4.0,48190.0
80015,Brazil,Less than a Bachelors,17.0,30431.0
80022,United States of America,Bachelor’s degree,3.0,100000.0
80023,Austria,Bachelor’s degree,2.0,55687.0
80026,United States of America,Bachelor’s degree,4.0,150000.0
80028,United States of America,Bachelor’s degree,21.0,111000.0
80029,Israel,Less than a Bachelors,10.0,26728.0
80034,United States of America,Bachelor’s degree,4.0,124000.0
80039,United States of America,Bachelor’s degree,2.0,84000.0
80047,United States of America,Less than a Bachelors,5.0,122500.0
80051,Germany,Post grad,3.0,74963.0
80052,United States of America,Bachelor’s degree,5.0,160000.0
80056,United States of America,Bachelor’s degree,2.0,150000.0
80058,Canada,Bachelor’s degree,10.0,79556.0
80059,Sweden,Less than a Bachelors,4.0,59892.0
80064,Canada,Less than a Bachelors,13.0,89222.0
80065,Brazil,Bachelor’s degree,3.0,73035.0
80070,Germany,Master’s degree,4.0,77104.0
80071,Italy,Less than a Bachelors,3.0,32127.0
80076,Austria,Bachelor’s degree,2.0,53545.0
80078,Germany,Post grad,8.0,91026.0
80087,United States of America,Master’s degree,5.0,120000.0
80088,United States of America,Bachelor’s degree,0.5,72000.0
80091,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,22.0,62069.0
80094,United States of America,Bachelor’s degree,7.0,100000.0
80099,United States of America,Less than a Bachelors,6.0,57000.0
80101,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,50897.0
80104,United States of America,Bachelor’s degree,0.5,65000.0
80113,United States of America,Less than a Bachelors,8.0,38000.0
80123,United States of America,Post grad,13.0,114000.0
80125,India,Bachelor’s degree,9.0,21810.0
80126,Brazil,Bachelor’s degree,30.0,50000.0
80127,Canada,Master’s degree,35.0,111527.0
80130,United States of America,Bachelor’s degree,16.0,144000.0
80131,United States of America,Bachelor’s degree,5.0,158000.0
80132,United States of America,Bachelor’s degree,33.0,175000.0
